battle_entities_tables																																																
32																																																
key	type	walk_speed	run_speed	acceleration	deceleration	charge_speed	crawl_speed	charge_distance_commence_run	charge_distance_adopt_charge_pose	charge_distance_pick_target	shape	radius	mass	height	fire_arc_close	turn_speed	hit_points	allow_turn_to_move_anim	allow_static_turn_anim	min_turning_speed	fly_speed	flying_charge_speed	size	strafe_speed	gradient_strategy	audio_entity_type	combat_reaction_radius	entity_effects	hit_reactions_ignore_chance	knock_interrupts_ignore_chance	soft_collision_offset_z	can_climb_ladder_and_stair_pipes	projectile_intersection_radius_ratio	projectile_penetration_speed_change	projectile_penetration_resistance	aura_vfx	porthole_camera	min_tracking_ratio	max_tracking_ratio	vfx_filter_id	can_cast_projectile	porthole_composite_scene	has_blood	can_dismember	combat_camera_shake_type	dismember_head_alive_hp_ratio	dismember_arms_hp_ratio	jump_attack_chance
fauna_peasant	fauna	2	4	2	2	6	10	10	10	0.4	circle	1	200	2	90	45	8	True	True	0	0	0	small	1	ignore	none	0	infantry_effects	0	0	0	False	1	0.8999999	2			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	20
fauna_seagull	fauna	2	18	2	2	6	35	35	35	1.25	ellipse	0.5	1000	1.5	90	120	8	True	True	0	18	18	small	1	ignore	none	0	cavalry_effects	0	0	0	False	1	0.8999999	2			0	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	20
fauna_turtle_dove	fauna	2	8	2	2	6	35	35	35	1	ellipse	0.5	1000	1.5	90	120	8	True	True	0	8	8	small	1	ignore	none	0	cavalry_effects	0	0	0	False	1	0.8999999	2			0	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	20
fauna_vulture	fauna	4	10	2	2	6	35	35	35	1	ellipse	0.5	1000	0.5	90	120	8	True	True	0	10	10	small	2	ignore	none	0	infantry_effects	0	0	0	False	1	0.8999999	2			0	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	20
fauna_whale	fauna	2	4	2	2	6	10	10	10	7	capsule	0.5	4000	3	90	10	8	False	False	2	0	0	small	1	ignore	none	0	cavalry_effects	0	0	0	False	1	0.8999999	2			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	20
fauna_wolf	fauna	1	8	3	3	12	12	12	12	1	ellipse	0.5	1000	1	90	120	8	True	True	2	0	0	small	1	ignore	none	0	cavalry_effects	0	0	0	False	1	0.8999999	2			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	20
nor_battering_ram	artillery	1.5	1.8	5	5	2	30	25	25	6	capsule	0.6	2000	16	40	5	150	False	False	0	0	0	very_large	1	rotation	wh_war_machine_wood_large	0	artillery_effects	0	0	0	False	1	0.75	5			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	30
siege_tower	artillery	2.5	2.5	1.5	1.5	2	5	5	1	6	capsule	0.8999999	4000	25	40	30	500	False	False	0	0	0	very_large	1.3	rotation	wh_war_machine_wood_large	0	artillery_effects	0	0	0	False	1	0.75	5			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	20
test_fanatics	giant	10	10	10	10	10	10	10	10	0.6	circle	1	100000	1	360	125	8	True	True	0	0	0	medium	10	rotation	none	0	infantry_effects	0	0	0	False	1	0.85	3			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	20
wh2_dlc09_skv_infantry_fast_hero_tretch_craventail	man	1.5	4.2	3	4	4.9	35	30	30	0.7	circle	1	450	1.9	60	180	8	True	True	0	0	0	small	1	ignore	wh_human_male	2	infantry_light_effects	75	75	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.5	1.6	30	False		True	False	wh_main_unit_combat	-1	-1	70
wh2_dlc09_tmb_art_screaming_skull_catapult	man	1.9	2	1.5	1.5	2	30	20	20	2.6	capsule	0.5	3000	2	50	45	425	True	True	0	0	0	very_large	1.2	rotation	wh2_wm_screaming_skull_catapult	0	artillery_effects	0	0	0	False	1	0.75	5		emp_great_cannon	0.5	1.45	0	False	composite_scene\porthole\tmb_screaming_skull_catapult_porthole_01.csc	False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_cav_necroserpent	horse	2.8	6.6	8	9	10	40	35	30	1.35	circle	1	1300	3.7	360	120	8	True	True	0	0	0	large	3	rotation_x	wh_horse_normal	3	monstrous_infantry_effects	20	20	0	False	0.75	0.85	3			0.5	1.6	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_cav_necroserpent_ror	horse	2.8	7.6	8	9	10.5	40	35	30	1.35	circle	1	1300	3.7	360	120	8	True	True	0	0	0	large	3	rotation_x	wh_horse_normal	3	monstrous_infantry_effects	20	20	0	False	0.75	0.85	3			0.5	1.6	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_cav_skeletal_steed	horse	1.8	7.6	5	6	10.8	35	30	30	1.2	ellipse	0.5	700	2.3	360	120	8	True	True	1	0	0	medium	3	rotation_x	wh_horse_normal	0	cavalry_effects	0	0	0	False	1	0.85	3			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_cav_skeletal_steed_barded	horse	1.8	7.8	5	6	10.8	35	30	30	1.4	ellipse	0.5	1000	2	360	90	8	True	True	1	0	0	medium	3	rotation_x	wh_horse_normal	0	cavalry_effects	0	0	0	False	1	0.85	2			0.5	1.6	0	False		False	False	wh_main_unit_combat	-1	-1	20
wh2_dlc09_tmb_cav_skeletal_steed_chariot	horse	1.8	7.4	4.5	6	10.3	45	40	40	1.4	ellipse	0.5	900	2	360	120	8	True	True	1	0	0	medium	3	rotation_x	wh_horse_skeleton	0	cavalry_effects	0	0	0	False	1	0.85	3			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_cav_skeletal_steed_hero	horse	1.8	7.6	5	6	11	35	30	25	1.4	ellipse	0.5	900	2	360	120	8	True	True	1	0	0	medium	3	rotation_x	wh_horse_normal	0	cavalry_effects	0	0	0	False	1	0.85	3			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_cav_skeletal_steed_ror	horse	2	8.5	5	6	11.5	35	30	25	1.4	ellipse	0.5	1000	2	360	120	8	True	True	1	0	0	medium	3	rotation_x	wh_horse_normal	0	cavalry_effects	0	0	0	False	1	0.85	3			0.5	1.45	42	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_chariot_rider_bow_360	man	1.4	3.3	2	3	4.5	35	30	30	0.6	circle	1	100	1.8	360	90	8	True	True	0	0	0	small	1	ignore	none	0	infantry_light_effects	0	0	0	False	1	0.8999999	2			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_flying_carrion	giant	3	7	8	10	9	35	35	35	1	circle	1	80	1.6	120	180	8	True	True	1	10	12	small	1	ignore	wh2_tmb_carrion	0	infantry_light_effects	0	0	0	False	1.2	0.8999999	2			0	1.45	38	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_flying_carrion_ror	giant	4	8	8	10	11	35	35	35	1.8	circle	1	200	2.1	120	180	8	True	True	1	12	15	large	1	ignore	wh2_tmb_carrion	0	infantry_light_effects	0	0	0	False	1.2	0.8999999	2			0	1.45	39	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_inf_casket_of_souls	artillery	1.7	2.6	2	2.2	3	30	20	20	2.2	circle	1	4000	1.7	70	45	8	True	True	0	0	0	very_large	1.2	rotation	wh2_tmb_war_machine_casket_of_souls	0	artillery_effects	0	0	0	False	1	0.75	10		emp_great_cannon	0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_mon_hierotitan	giant	2.6	3.2	2	3	3.8	35	30	30	2.4	circle	1	6500	9	60	60	8	True	True	0	0	0	very_large	1	ignore	wh2_tmb_hierotitan	6	giant_effects	50	50	0	False	0.8	0.75	5			0.3	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_mon_necrosphinx	giant	2.6	6.8	3	3	10	35	30	30	4	capsule	0.6	5500	6.75	60	120	8	True	True	0	0	0	very_large	1	rotation_x	wh2_tmb_necrosphinx	6	giant_effects	70	70	0	False	0.8	0.75	5			0.5	1.45	3	False		False	False	wh_main_unit_combat	-1	-1	20
wh2_dlc09_tmb_mon_sepulchral_stalker	giant	2	5	5	6	7.5	40	35	30	1.35	circle	1	900	3.2	60	120	8	True	True	0	0	0	large	3	rotation	wh_troll	6	monstrous_infantry_effects	20	20	0	False	0.75	0.75	3			0.5	1.6	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_mon_tomb_scorpion	giant	3	5	4	6	7.5	35	30	30	2.5	capsule	0.7	3000	2	60	60	8	True	True	0	0	0	very_large	1	rotation	wh2_tmb_scorpion	10	war_beast_effects	0	0	-1.7	False	0.8	0.75	5			0.25	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	20
wh2_dlc09_tmb_mon_ushabti	giant	2	5.4	4	4	7.8	40	35	35	1	circle	1	1500	3.2	60	80	8	True	True	0	0	0	large	1	ignore	wh_troll	5	monstrous_infantry_effects	15	15	0	False	0.8	0.75	3			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_mon_warsphinx	giant	3.3	6.8	3	3	10	40	35	35	4	capsule	0.6	5500	6.75	60	120	8	True	True	0	0	0	very_large	1	rotation_x	wh2_tmb_warsphinx	6	giant_effects	70	70	0	False	0.8	0.75	5			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	5
wh2_dlc09_tmb_skeletal_steed_chariot_arkhan	horse	1.5	8.4	5	6	10.8	35	30	30	1.4	ellipse	0.5	1000	2	360	60	8	True	True	2	0	0	large	1	rotation_x	wh2_dlc09_horse_chariot_arkhan	3	cavalry_effects	0	0	0	False	1	0.8	4			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_skeletal_steed_chariot_settra	horse	1.5	8.4	6	7	10.8	35	30	30	1.4	ellipse	0.5	1100	2	360	60	8	True	True	2.8	0	0	large	3	rotation	wh_horse_skeleton	3	cavalry_effects	0	0	0	False	1	0.8	4			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_skeleton	man	1.3	2.8	2	3	3.1	30	25	25	0.6	circle	1	80	1.8	60	120	8	True	True	0	0	0	small	1	ignore	wh_human_male	0	infantry_light_effects	0	0	0	True	1	0.8999999	2			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_skeleton_chariot	man	1.3	2.8	2	3	3.1	30	25	25	0.5	circle	1	80	1.8	360	120	8	True	True	0	0	0	small	1	ignore	wh_human_male	0	infantry_light_effects	0	0	0	True	1	0.8999999	2			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_skeleton_heavy	man	1.3	2.8	2	3	3.1	30	25	25	0.6	circle	1	120	1.8	60	120	8	True	True	0	0	0	small	1	ignore	wh_human_male	0	infantry_light_effects	0	0	0	True	1	0.8999999	2			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_skeleton_infantry_hero	man	1.4	3.1	2	3	4.1	35	30	30	0.7	circle	1	600	2.2	60	120	8	True	True	0	0	0	small	1	ignore	wh_human_male	2	infantry_light_effects	70	70	0	True	1	0.8999999	2	wh_main_generic_character_aura		0.5	1.45	1	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_skeleton_infantry_hero_liche_priest	man	1.4	3.1	2	3	4.1	35	30	30	0.7	circle	1	600	2.2	60	120	8	True	True	0	0	0	small	1	ignore	wh_human_male	2	infantry_light_effects	70	70	0	True	1	0.8999999	2	wh_main_generic_character_aura		0.5	1.45	44	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_skeleton_infantry_hero_lord	man	1.4	3.1	2	3	4.1	35	30	30	0.7	circle	1	800	2.2	60	120	8	True	True	0	0	0	small	1	ignore	wh_human_male	2	infantry_light_effects	70	70	0	True	1	0.8999999	2	wh_main_generic_character_aura		0.5	1.45	45	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_skeleton_khalida	man	1.6	4.6	5	6	5.4	35	30	30	0.7	circle	1	550	2.2	60	180	8	True	True	0	0	0	small	1	ignore	wh_human_male	2	infantry_light_effects	70	65	0	True	1	0.8999999	2	wh_main_generic_character_aura		0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	15
wh2_dlc09_tmb_skeleton_missile	man	1.4	3.1	2	3	3.5	30	25	25	0.6	circle	1	80	1.8	60	120	8	True	True	0	0	0	small	1	ignore	wh_human_male	0	infantry_light_effects	0	0	0	True	1	0.8999999	2			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_skeleton_missile_mounted	man	1.3	2.8	2	3	3.1	30	25	25	0.6	circle	1	80	1.8	360	120	8	True	True	0	0	0	small	1	ignore	wh_human_male	0	infantry_light_effects	0	0	0	True	1	0.8999999	2			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_vehicle_chariot	horse	1.5	7.4	4.5	6	10.3	35	30	30	1.6	capsule	0.75	900	1.8	360	60	8	True	True	2.8	0	0	large	1	rotation	wh2_dlc09_chariot_tmb	3	artillery_effects	0	0	0	False	1	0.8	4			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_vehicle_chariot_arkhan	horse	1.5	8.4	5	6	10.8	35	30	30	1.6	capsule	0.75	1100	1.8	60	60	8	True	True	2.8	0	0	large	1	rotation	wh2_dlc09_chariot_arkhan	3	artillery_effects	0	0	0	False	1	0.8	4			0.5	1.45	40	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_vehicle_chariot_arkhan_articulation	chariot	1.5	8.4	5	6	10.8	35	30	30	3.65	capsule	0.37	1100	2	360	80	8	True	True	2.8	0	0	large	1	rotation	wh2_dlc09_horse_chariot_arkhan	3	artillery_effects	0	0	0	False	1	0.8	4			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_vehicle_chariot_horse_articulation	chariot	1.5	7.4	4.5	6	10.3	35	30	30	3.6	capsule	0.34	1000	2	360	80	1	True	True	2.8	0	0	large	1	rotation	wh2_chariot_articulation	3	artillery_effects	0	0	0	False	1	0.8	4			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_vehicle_chariot_settra	horse	1.5	8.4	6	7	10.8	35	30	30	1.6	capsule	0.75	1550	2	60	60	8	True	True	2.8	0	0	large	3	rotation	wh2_dlc09_chariot_settra	3	artillery_effects	0	0	0	False	1	0.8	4			0.5	1.45	41	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_vehicle_chariot_settra_articulation	chariot	1.5	8.4	6	7	10.8	35	30	30	3.3	capsule	0.4	1550	2	360	60	8	True	True	2.8	0	0	large	3	rotation	wh2_chariot_articulation	3	artillery_effects	0	0	0	False	1	0.8	4			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc09_tmb_warsphinx_rider_360	man	1.5	3.3	2	4	4.5	35	30	30	0.6	circle	1	100	1.8	360	90	8	True	True	0	0	0	very_large	1	ignore	wh_skeleton	0	infantry_light_effects	0	0	0	False	1	0.8999999	2			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	20
wh2_dlc10_def_infantry_hero_crone_blood	man	1.5	4.4	4	5	5.2	30	25	25	0.65	circle	1	700	1.8	60	180	8	True	True	0	0	0	small	1	ignore	wh_human_male	2	infantry_light_effects	70	65	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.5	1.6	1	False		True	False	wh_main_unit_combat	-1	-1	70
wh2_dlc10_def_monster_kharibdyss	giant	3.3	4.6	5	7	5.5	35	30	30	4.3	capsule	0.55	5000	4.5	60	100	8	True	True	0	0	0	very_large	1	rotation	wh2_dlc_kharibdyss	6	giant_effects	30	30	0	False	1	0.75	5			0.3	1.45	29	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_dlc10_def_monster_war_hydra_boss	giant	4.5	6	7	8	7.5	35	30	30	6.5	capsule	0.55	5000	6	60	100	8	True	True	0	0	0	very_large	1	rotation	wh2_dragon_large_hydra	6	giant_effects	65	50	0	False	1	0.75	5	wh_main_generic_character_aura		0.3	1.45	29	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_dlc10_dwf_inf_giant_slayers_blood_dismembers	man	1.5	4	3	4	4.6	35	30	30	0.6	circle	1	160	1.5	60	180	8	True	True	0	0	0	small	1.3	ignore	wh_dwarf_default	0	infantry_light_effects	0	40	0	True	1	0.8999999	1			0.5	1.6	0	False		True	True	wh_main_unit_combat	-1	-1	40
wh2_dlc10_hef_cavalry_heralds_blood	horse	2	10.5	6.5	7	12.3	35	30	30	1.4	ellipse	0.5	600	2	360	120	8	True	True	1	0	0	medium	3	rotation_x	wh_horse_normal	0	cavalry_effects	0	0	0	False	1	0.85	2			0.5	1.6	0	False		True	False	wh_main_unit_combat	-1	-1	30
wh2_dlc10_hef_inf_keepers_of_the_flame_ror	man	1.5	3.2	3	4	4	30	25	25	0.7	circle	1	140	1.9	60	120	8	True	True	0	0	0	small	1	ignore	wh2_hef_elf_male_default	0	infantry_light_effects	0	0	0	True	1	0.8999999	1			0.5	1.6	49	False		True	True	wh_main_unit_combat	-1	-1	20
wh2_dlc10_hef_infantry_fast_shadow_blood_dismembers	man	1.5	3.8	3	4	4.4	35	30	30	0.68	circle	1	100	1.8	360	160	8	True	True	0	0	0	small	1	ignore	wh_human_male	0	infantry_light_effects	0	0	0	True	1	0.8999999	1			0.5	1.6	0	False		True	True	wh_main_unit_combat	-1	-1	40
wh2_dlc10_hef_infantry_hero_alarielle_blood	man	1.5	3.6	3	4	4.4	35	30	30	0.7	circle	1	450	2.2	60	120	8	True	True	0	0	0	small	1	ignore	wh2_def_elf_female_default	2	infantry_light_effects	70	60	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.5	1.6	47	False		True	False	wh_main_unit_combat	-1	-1	70
wh2_dlc10_hef_infantry_hero_alith_blood	man	1.5	4.6	4	5	5.6	35	30	30	0.7	circle	1	500	2.2	360	240	8	True	True	0	0	0	small	1	ignore	none	2	infantry_light_effects	70	60	0	True	1	0.8999999	2	wh_main_generic_character_aura		0.5	1.45	46	False		True	False	wh_main_unit_combat	-1	-1	70
wh2_dlc10_hef_infantry_hero_alith_mirror	man	1.5	4.6	4	5	5.6	35	30	30	0.7	circle	1	500	2.2	360	240	8	True	True	0	0	0	small	1	ignore	none	0	infantry_light_effects	100	100	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.5	1.45	46	False		False	False	wh_main_unit_combat	-1	-1	70
wh2_dlc10_hef_infantry_shadow_walker	man	1.5	4.6	4	5	5.6	35	30	30	0.7	circle	1	500	2.2	360	240	8	True	True	0	0	0	small	1	ignore	wh2_hef_elf_male_default	0	infantry_light_effects	100	100	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.5	1.45	1	False		False	False	wh_main_unit_combat	-1	-1	70
wh2_dlc10_hef_mon_phoenix_boss	giant	4.5	11	10	10	12	30	30	30	2.4	capsule	0.5	3500	5	60	150	8	True	True	0	14	15	large	1	rotation	wh_dragon_small_wyvern	6	war_beast_effects	25	25	0	False	1.3	0.75	5	wh_main_generic_character_aura		0	1.45	21	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_dlc10_hydra_chill_of_sontar	giant	3.3	4.6	5	7	5.5	35	30	30	4.3	capsule	0.55	5000	4.5	60	100	8	True	True	0	0	0	very_large	1	rotation	wh2_dragon_large_hydra	6	giant_effects	30	30	0	False	1	0.75	5			0.3	1.45	50	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_dlc10_skv_monster_hell_pit_abomination_boss	giant	6	9	6	7	10	45	40	40	7	capsule	0.65	5000	9	60	60	8	True	True	0	0	0	very_large	1	rotation	none	7	war_beast_effects	75	70	0	False	1	0.75	5	wh_main_generic_character_aura		0.25	1.45	14	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_dlc_09_tmb_skeleton_ror	man	1.4	3.5	3	4	4.4	30	25	25	0.6	circle	1	80	1.8	60	120	8	True	True	0	0	0	small	1	ignore	wh_human_male	0	infantry_light_effects	0	0	0	True	1	0.8999999	2			0.5	1.45	43	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_main_cavalry_rider_standard_hero	man	2	3.6	3	4	4.5	35	30	30	0.7	circle	1	500	1.8	60	120	8	True	True	0	0	0	medium	1	ignore	wh_human_male	2	infantry_light_effects	70	60	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.5	1.6	30	False		True	False	wh_main_unit_combat	-1	-1	70
wh2_main_cavarly_rider_170_blood	man	1.5	3.3	2	4	4.5	35	30	25	0.6	circle	1	100	1.8	170	90	8	True	True	0	0	0	medium	1	ignore	wh_human_male	0	infantry_light_effects	0	0	0	False	1	0.8999999	2			0.5	1.6	0	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_main_def_art_reaper_bolt_thrower	artillery	1.9	2.2	2	3	2.2	30	20	20	1.5	capsule	0.6	2000	1.8	50	45	325	False	False	0	0	0	very_large	1.2	rotation	wh_war_machine_wood_small	0	artillery_effects	0	0	0	False	1	0.75	5		dwf_cannon	0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	20
wh2_main_def_black_dragon_blood	giant	3	6.5	6	10	9.5	35	28	35	4.5	capsule	0.45	2200	4.5	120	100	8	True	True	0	9	12.5	very_large	1.5	rotation_x	wh_dragon_large_default	6	war_beast_effects	70	50	0	False	1.1	0.75	5			0	1.45	27	False		True	False	wh_main_unit_combat	-1	-1	20
wh2_main_def_cavalry_cold_one_170_hero_blood	horse	2	6.8	4	6	10	40	35	35	1.5	ellipse	0.5	1500	1.9	170	80	8	True	True	1	0	0	medium	1	rotation_x	wh_horse_normal	0	cavalry_effects	0	0	0	False	1	0.85	3			0.5	1.6	7	False		True	False	wh_main_unit_combat	-1	-1	70
wh2_main_def_cavalry_cold_one_blood	horse	2	6.6	4	6	10	40	35	35	1.5	ellipse	0.5	1050	1.9	360	80	8	True	True	1	0	0	medium	1	rotation_x	wh_horse_normal	0	cavalry_effects	0	0	0	False	1	0.85	2			0.5	1.6	0	False		True	False	wh_main_unit_combat	-1	-1	20
