main_units_tables																																																		
36																																																		
additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitement_movie	religion_requirement	unit	upkeep_cost	weight	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	unknown25	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_thread	porthole_camera	mount	use_hitpoints_in_campaign	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element
	0	missile_cavalry	1	False	wh2_dlc09_tmb_cav_skeleton_horsemen_archers_0	60	0	500	wh_main_shp_transport	1	1	60	0	0			wh2_dlc09_tmb_cav_skeleton_horsemen_archers_0	0	medium		False	False	0	374470454	0	True		wh2_dlc09_vo_culture_Tomb_Kings	missile_cavalry_bow_skeleton	missile_cavalry_bow_skeleton	2	False	emp_reiksguard		False	True		100	400	False	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	False	wh_main_vo_actor_default	0	True	False	5	False	False	
	-1	lord	1	False	wh2_dlc09_tmb_cha_arkhan_0	1	0	1100	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_arkhan_0	0	medium		False	False	0	1202105519	0	False		wh2_dlc09_vo_culture_Tomb_Kings	lord_wizard_death	lord_wizard_death	0	True	tmb_general		True	False		1100	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Arkhan	0	True	False	0	False	False	
	-1	lord	1	False	wh2_dlc09_tmb_cha_arkhan_1	1	0	1200	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_arkhan_1	0	medium		False	False	0	700391768	0	False		wh2_dlc09_vo_culture_Tomb_Kings	lord_wizard_death	lord_wizard_death	0	True	tmb_general	wh2_dlc09_cam_mnt_tmb_skeletal_steed	True	False		1000	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Arkhan	0	True	False	0	False	False	
	-1	lord	1	False	wh2_dlc09_tmb_cha_arkhan_2	6	0	1400	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_arkhan_2	0	heavy		False	False	0	2075660816	0	False		wh2_dlc09_vo_culture_Tomb_Kings	lord_wizard_death	lord_wizard_death	0	True	tmb_general	wh2_dlc09_cam_mnt_tmb_arkhan_chariot	True	False		1400	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Arkhan	0	True	False	0	False	False	
	-1	lord	1	False	wh2_dlc09_tmb_cha_khalida_0	1	0	1200	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_khalida_0	0	medium		False	False	0	1864659176	0	False		wh2_dlc09_vo_culture_Tomb_Kings	lord_infantry_sword	lord_infantry_sword	0	True	tmb_general		True	False		1200	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_High_Queen_Khalida	0	True	False	0	False	False	
	-1	lord	1	False	wh2_dlc09_tmb_cha_khalida_1	1	0	1550	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_khalida_1	0	medium		False	False	0	1100194768	0	False		wh2_dlc09_vo_culture_Tomb_Kings	lord_cavalry	lord_cavalry	0	True	tmb_general	wh2_dlc09_cam_mnt_tmb_necroserpent	True	False		1550	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_High_Queen_Khalida	0	True	False	0	False	False	
	-1	lord	1	False	wh2_dlc09_tmb_cha_khalida_2	2	0	1400	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_khalida_2	0	heavy		False	False	0	2145574207	0	False		wh2_dlc09_vo_culture_Tomb_Kings	lord_chariot	lord_chariot	0	True	tmb_general	wh2_dlc09_cam_mnt_tmb_general_chariot	True	False		1400	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_High_Queen_Khalida	0	True	False	0	False	False	
	-1	lord	1	False	wh2_dlc09_tmb_cha_khatep_0	1	0	650	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_khatep_0	0	medium		False	False	0	1322697392	0	False		wh2_dlc09_vo_culture_Tomb_Kings	lord_wizard_nehekhara	lord_wizard_nehekhara	0	True	tmb_general		True	False		450	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Khatep	0	True	False	0	False	False	
	-1	lord	1	False	wh2_dlc09_tmb_cha_khatep_1	1	0	750	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_khatep_1	0	medium		False	False	0	715548438	0	False		wh2_dlc09_vo_culture_Tomb_Kings	lord_wizard_nehekhara	lord_wizard_nehekhara	0	True	tmb_general	wh2_dlc09_cam_mnt_tmb_skeletal_steed	True	False		550	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Khatep	0	True	False	0	False	False	
	-1	lord	1	False	wh2_dlc09_tmb_cha_khatep_2	2	0	1050	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_khatep_2	0	heavy		False	False	0	1694307052	0	False		wh2_dlc09_vo_culture_Tomb_Kings	lord_wizard_nehekhara	lord_wizard_nehekhara	0	True	tmb_general	wh2_dlc09_cam_mnt_tmb_general_chariot	True	False		850	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Khatep	0	True	False	0	False	False	
	-1	lord	1	False	wh2_dlc09_tmb_cha_khatep_3	1	0	1350	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_khatep_3	0	heavy		False	False	0	387179668	0	False		wh2_dlc09_vo_culture_Tomb_Kings	lord_wizard_nehekhara	lord_wizard_nehekhara	0	True	tmb_general	wh2_dlc09_cam_mnt_tmb_khatep_casket_of_souls	True	False		180	1170	True	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Khatep	0	True	False	0	False	False	
	-1	lord	1	False	wh2_dlc09_tmb_cha_liche_priest_death_0	1	0	300	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_liche_priest_death_0	0	medium		False	False	0	205408182	0	False		wh2_dlc09_vo_culture_Tomb_Kings	wizard_death	wizard_death	0	True	tmb_general		True	False		300	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Liche_Priest	0	True	False	2	False	False	
	-1	hero	1	False	wh2_dlc09_tmb_cha_liche_priest_death_1	1	0	400	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_liche_priest_death_1	0	heavy		False	False	0	1125638005	0	False		wh2_dlc09_vo_culture_Tomb_Kings	wizard_death_cavalry	wizard_death_cavalry	0	True	tmb_general	wh2_dlc09_cam_mnt_tmb_skeletal_steed	True	False		400	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Liche_Priest	0	True	False	2	False	False	
	-1	lord	1	False	wh2_dlc09_tmb_cha_liche_priest_light_0	1	0	300	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_liche_priest_light_0	0	medium		False	False	0	528199630	0	False		wh2_dlc09_vo_culture_Tomb_Kings	wizard_light	wizard_light	0	True	tmb_general		True	False		300	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Liche_Priest	0	True	False	2	False	False	
	-1	hero	1	False	wh2_dlc09_tmb_cha_liche_priest_light_1	1	0	400	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_liche_priest_light_1	0	heavy		False	False	0	2004217582	0	False		wh2_dlc09_vo_culture_Tomb_Kings	wizard_light_cavalry	wizard_light_cavalry	0	True	tmb_general	wh2_dlc09_cam_mnt_tmb_skeletal_steed	True	False		400	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Liche_Priest	0	True	False	2	False	False	
	-1	lord	1	False	wh2_dlc09_tmb_cha_liche_priest_nehekhara_0	1	0	300	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_liche_priest_nehekhara_0	0	medium		False	False	0	1094399405	0	False		wh2_dlc09_vo_culture_Tomb_Kings	wizard_nehekhara	wizard_nehekhara	0	True	tmb_general		True	False		300	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Liche_Priest	0	True	False	2	False	False	
	-1	hero	1	False	wh2_dlc09_tmb_cha_liche_priest_nehekhara_1	1	0	400	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_liche_priest_nehekhara_1	0	heavy		False	False	0	1183035257	0	False		wh2_dlc09_vo_culture_Tomb_Kings	wizard_nehekhara_cavalry	wizard_nehekhara_cavalry	0	True	tmb_general	wh2_dlc09_cam_mnt_tmb_skeletal_steed	True	False		400	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Liche_Priest	0	True	False	2	False	False	
	-1	lord	1	False	wh2_dlc09_tmb_cha_liche_priest_shadow_0	1	0	300	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_liche_priest_shadow_0	0	medium		False	False	0	1003185422	0	False		wh2_dlc09_vo_culture_Tomb_Kings	wizard_shadows	wizard_shadows	0	True	tmb_general		True	False		300	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Liche_Priest	0	True	False	2	False	False	
	-1	hero	1	False	wh2_dlc09_tmb_cha_liche_priest_shadow_1	1	0	400	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_liche_priest_shadow_1	0	heavy		False	False	0	1389037952	0	False		wh2_dlc09_vo_culture_Tomb_Kings	wizard_shadows_cavalry	wizard_shadows_cavalry	0	True	tmb_general	wh2_dlc09_cam_mnt_tmb_skeletal_steed	True	False		400	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Liche_Priest	0	True	False	2	False	False	
	-1	lord	1	False	wh2_dlc09_tmb_cha_necrotect_0	1	0	500	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_necrotect_0	0	medium		False	False	0	1865750942	0	False		wh2_dlc09_vo_culture_Tomb_Kings	wh2_dlc09_tmb_necrotect	wh2_dlc09_tmb_necrotect	0	True	tmb_general		True	False		500	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Necrotect	0	True	False	2	False	False	
	-1	hero	1	False	wh2_dlc09_tmb_cha_necrotect_1	2	0	900	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_necrotect_1	0	heavy		False	False	0	942930854	0	False		wh2_dlc09_vo_culture_Tomb_Kings	wh2_dlc09_tmb_necrotect	wh2_dlc09_tmb_necrotect	0	True	tmb_general	wh2_dlc09_cam_mnt_tmb_basic_chariot	True	False		900	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Necrotect	0	True	False	2	False	False	
	-1	lord	1	False	wh2_dlc09_tmb_cha_settra_0	1	0	1550	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_settra_0	0	medium		False	False	0	1521492725	0	False		wh2_dlc09_vo_culture_Tomb_Kings	lord_halberd	lord_halberd	0	True	tmb_general		True	False		1550	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Settra_the_Imperishable	0	True	False	0	False	False	
	-1	lord	1	False	wh2_dlc09_tmb_cha_settra_1	1	0	1650	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_settra_1	0	medium		False	False	0	297888458	0	False		wh2_dlc09_vo_culture_Tomb_Kings	lord_cavalry	lord_cavalry	0	True	tmb_general	wh2_dlc09_cam_mnt_tmb_skeletal_steed	True	False		1650	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Settra_the_Imperishable	0	True	False	0	False	False	
	-1	lord	1	False	wh2_dlc09_tmb_cha_settra_2	2	0	2200	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_settra_2	0	heavy		False	False	0	1162437915	0	False		wh2_dlc09_vo_culture_Tomb_Kings	lord_chariot	lord_chariot	0	True	tmb_general	wh2_dlc09_cam_mnt_tmb_settra_chariot	True	False		2200	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Settra_the_Imperishable	0	True	False	0	False	False	
	-1	lord	1	False	wh2_dlc09_tmb_cha_settra_3	1	0	2100	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_settra_3	0	very_heavy		False	False	0	1607638015	0	False		wh2_dlc09_vo_culture_Tomb_Kings	wh2_dlc09_lord_tmb_warsphinx	wh2_dlc09_lord_tmb_warsphinx	0	True	tmb_general	wh2_dlc09_cam_mnt_tmb_khemrian_warsphinx	True	False		2100	0	True	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Settra_the_Imperishable	0	True	True	0	False	False	
	-1	lord	1	False	wh2_dlc09_tmb_cha_tomb_king_0	1	0	1200	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_tomb_king_0	0	medium		False	False	0	406836789	0	False		wh2_dlc09_vo_culture_Tomb_Kings	lord_infantry_sword	lord_infantry_sword	0	True	tmb_general		True	False		1000	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_King	0	True	False	0	False	False	
	-1	lord	1	False	wh2_dlc09_tmb_cha_tomb_king_1	1	0	1300	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_tomb_king_1	0	medium		False	False	0	1507365995	0	False		wh2_dlc09_vo_culture_Tomb_Kings	lord_cavalry	lord_cavalry	0	True	tmb_general	wh2_dlc09_cam_mnt_tmb_skeletal_steed	True	False		1300	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_King	0	True	False	0	False	False	
	-1	lord	1	False	wh2_dlc09_tmb_cha_tomb_king_2	2	0	1400	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_tomb_king_2	0	heavy		False	False	0	1548017614	0	False		wh2_dlc09_vo_culture_Tomb_Kings	lord_chariot	lord_chariot	0	True	tmb_general	wh2_dlc09_cam_mnt_tmb_general_chariot	True	False		1400	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_King	0	True	False	0	False	False	
	-1	lord	1	False	wh2_dlc09_tmb_cha_tomb_king_3	1	0	2000	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_tomb_king_3	0	very_heavy		False	False	0	1768496524	0	False		wh2_dlc09_vo_culture_Tomb_Kings	wh2_dlc09_lord_tmb_warsphinx	wh2_dlc09_lord_tmb_warsphinx	0	True	tmb_general	wh2_dlc09_cam_mnt_tmb_khemrian_warsphinx	True	False		2000	0	True	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_King	0	True	True	0	False	False	
	-1	hero	1	False	wh2_dlc09_tmb_cha_tomb_prince_0	1	0	800	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_tomb_prince_0	0	medium		False	False	0	315043698	0	False		wh2_dlc09_vo_culture_Tomb_Kings	wh2_dlc09_tmb_tomb_prince	wh2_dlc09_tmb_tomb_prince	0	True	tmb_general		True	False		800	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_Prince	0	True	False	2	False	False	
	-1	hero	1	False	wh2_dlc09_tmb_cha_tomb_prince_1	1	0	900	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_tomb_prince_1	0	medium		False	False	0	862421646	0	False		wh2_dlc09_vo_culture_Tomb_Kings	wh2_dlc09_tmb_tomb_prince	wh2_dlc09_tmb_tomb_prince	0	True	tmb_general	wh2_dlc09_cam_mnt_tmb_skeletal_steed	True	False		900	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_Prince	0	True	False	2	False	False	
	-1	hero	1	False	wh2_dlc09_tmb_cha_tomb_prince_2	2	0	1000	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_tomb_prince_2	0	heavy		False	False	0	1598249099	0	False		wh2_dlc09_vo_culture_Tomb_Kings	wh2_dlc09_tmb_tomb_prince	wh2_dlc09_tmb_tomb_prince	0	True	tmb_general	wh2_dlc09_cam_mnt_tmb_basic_chariot	True	False		1000	0	False	vo_culture_None	True	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_Prince	0	True	False	2	False	False	
	0	melee_infantry	1	False	wh2_dlc09_tmb_inf_crypt_ghouls	120	0	525	wh_main_shp_transport	1	1	120	0	0			wh2_dlc09_tmb_inf_crypt_ghouls	0	heavy		False	False	0	593980425	0	True		wh2_dlc09_vo_culture_Tomb_Kings_Crypt_Ghoul	vmp_crypt_ghouls	vmp_crypt_ghouls	2	False	vamp_ghoul		False	True		600	0	False	vo_culture_None	False	wh_main_vo_actor_default	0	False	False	6	False	False	
	0	melee_infantry	1	False	wh2_dlc09_tmb_inf_nehekhara_warriors_0	120	0	575	wh_main_shp_transport	1	1	120	0	0			wh2_dlc09_tmb_inf_nehekhara_warriors_0	0	heavy		False	False	0	1738427373	0	True		wh2_dlc09_vo_culture_Tomb_Kings	infantry_sword_dual	infantry_sword_dual	2	False	tmb_skeleton_warriors		False	True		575	0	False	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	False	wh_main_vo_actor_default	0	False	False	6	False	False	
	1	melee_infantry	1	False	wh2_dlc09_tmb_inf_nehekhara_warriors_ror	120	1	950	wh_main_shp_transport	1	1	120	0	0			wh2_dlc09_tmb_inf_nehekhara_warriors_ror	0	heavy		False	False	0	2011215922	0	True		wh2_dlc09_vo_culture_Tomb_Kings	infantry_sword_dual	infantry_sword_dual	5	False	tmb_skeleton_warriors		False	True		950	0	False	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	True	wh_main_vo_actor_default	0	False	False	1	False	False	
	0	missile_infantry	1	False	wh2_dlc09_tmb_inf_skeleton_archers_0	120	0	475	wh_main_shp_transport	1	1	120	0	0			wh2_dlc09_tmb_inf_skeleton_archers_0	0	light		False	False	0	2036732321	0	True		wh2_dlc09_vo_culture_Tomb_Kings	missile_infantry_bow	missile_infantry_bow	1	False	tmb_tomb_guard		False	True		48	432	False	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	False	wh_main_vo_actor_default	0	True	False	6	False	False	
	1	missile_infantry	1	False	wh2_dlc09_tmb_inf_skeleton_archers_ror	120	1	700	wh_main_shp_transport	1	1	120	0	0			wh2_dlc09_tmb_inf_skeleton_archers_ror	0	light		False	False	0	575745065	0	True		wh2_dlc09_vo_culture_Tomb_Kings	missile_infantry_bow	missile_infantry_bow	5	False	tmb_tomb_guard		False	True		75	625	False	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	True	wh_main_vo_actor_default	0	True	False	1	False	False	
	-1	melee_infantry	1	False	wh2_dlc09_tmb_inf_skeleton_spearmen_0	160	0	350	wh_main_shp_transport	1	1	160	0	0			wh2_dlc09_tmb_inf_skeleton_spearmen_0	0	heavy		False	False	0	850192950	0	True		wh2_dlc09_vo_culture_Tomb_Kings	infantry_spear	infantry_spear	1	False	tmb_skeleton_warriors		False	True		325	0	False	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	False	wh_main_vo_actor_default	0	False	False	6	False	False	
	1	melee_infantry	1	False	wh2_dlc09_tmb_inf_skeleton_spearmen_ror	160	1	600	wh_main_shp_transport	1	1	160	0	0			wh2_dlc09_tmb_inf_skeleton_spearmen_ror	0	heavy		False	False	0	1568358644	0	True		wh2_dlc09_vo_culture_Tomb_Kings	infantry_spear	infantry_spear	5	False	tmb_skeleton_warriors		False	True		600	0	False	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	True	wh_main_vo_actor_default	0	False	False	1	False	False	
	-1	melee_infantry	1	False	wh2_dlc09_tmb_inf_skeleton_warriors_0	160	0	325	wh_main_shp_transport	1	1	160	0	0			wh2_dlc09_tmb_inf_skeleton_warriors_0	0	heavy		False	False	0	1786460614	0	True		wh2_dlc09_vo_culture_Tomb_Kings	infantry_sword	infantry_sword	1	False	tmb_skeleton_warriors		False	True		300	0	False	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	False	wh_main_vo_actor_default	0	False	False	6	False	False	
	-1	melee_infantry	1	False	wh2_dlc09_tmb_inf_skeleton_warriors_0_summoned	200	0	400	wh_main_shp_transport	1	1	200	0	0			wh2_dlc09_tmb_inf_skeleton_warriors_0_summoned	0	heavy		False	False	0	1641287021	0	True		wh2_dlc09_vo_culture_Tomb_Kings	infantry_sword	infantry_sword	1	False	tmb_skeleton_warriors		False	True		200	0	False	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	False	wh_main_vo_actor_default	0	False	False	0	False	False	
	0	melee_infantry	1	False	wh2_dlc09_tmb_inf_tomb_guard_0	120	0	750	wh_main_shp_transport	1	1	120	0	0			wh2_dlc09_tmb_inf_tomb_guard_0	0	heavy		False	False	0	1326522992	0	True		wh2_dlc09_vo_culture_Tomb_Kings	infantry_sword	infantry_sword	3	False	tmb_tomb_guard		False	True		750	0	False	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	False	wh_main_vo_actor_default	0	False	False	6	False	False	
