land_units_tables																																																										
43																																																										
accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	key	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_animals	animal	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strenghts_weaknesses_text	supports_first_person	training_level	officer	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	reload	loose_spacing	selected_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flames	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missiles	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion
10	wh2_main_plate_90	2100	inf_melee	12	com	0	20	wh2_dlc09_tmb_cha_arkhan	wh2_dlc09_tmb_cha_arkhan_0	hu1_arkhan_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero	40	50	75	4832		0		0	wh2_dlc09_tmb_sword_hero_lord		1	none	wh2_dlc09_tmb_cha_arkhan	wh_main_infantry	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic	1	10	small	0	0	-25	0	0	0	15	0	melee	False	False	False
10	wh2_main_plate_90	2100	cavalry	32	com	13	71	wh2_dlc09_tmb_cha_arkhan	wh2_dlc09_tmb_cha_arkhan_1	hu1_tomb_hr1_tomb_steed_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero	40	50	75	5232	wh2_dlc09_tmb_mnt_tomb_steed_hero	0		1	wh2_dlc09_tmb_sword_hero_lord		1	none	wh2_dlc09_tmb_cha_arkhan	wh_main_monster	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic	1	8	large	0	0	-25	0	0	0	15	0	melee_highvalue	False	False	False
10	wh2_main_plate_95	2100	war_machine	75	com	20	33	wh2_dlc09_tmb_cha_arkhan	wh2_dlc09_tmb_cha_arkhan_2	hu1_arkhan_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero	30	36	75	5588	wh2_dlc09_tmb_mnt_arkhan_tomb_steed_chariot	0		2	wh2_dlc09_tmb_chariot_lord		1	none	wh2_dlc09_tmb_cha_arkhan	wh_main_chariot	placeholder	False	trained	wh2_dlc09_tmb_chariot_officer_arkhan	wh2_dlc09_tmb_chariot_arkhan	wh2_dlc09_tmb_chariot_arkhan	True	40	1500	0	wh_encourage_fear_undead_strider	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic	1	10	large_bst	0	0	-25	0	1	0	15	0	melee_cav_shock	False	False	False
10	wh2_main_bone_50	2100	inf_melee	70	com	20	33	wh2_dlc09_tmb_cha_khalida	wh2_dlc09_tmb_cha_khalida_0	hu1b_khalida_staff_and_sword	wh2_dlc09_tmb_skeleton_khalida	65	60	80	4832		0		0	wh2_dlc09_tmb_staff_khalida		1	none	wh2_dlc09_tmb_cha_khalida	wh_main_infantry	placeholder	False	elite	A_blank_record			False	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic	1	10	small	0	0	-25	0	0	0	15	0	melee_cav_shock_highvalue	False	False	False
10	wh2_main_body_90	2100	cavalry	70	com	13	71	wh2_dlc09_tmb_cha_khalida	wh2_dlc09_tmb_cha_khalida_1	hu1b_khalida_sn1_serpent_staff_and_sword	wh2_dlc09_tmb_skeleton_khalida	65	60	80	5388	wh2_dlc09_tmb_mnt_necroserpent_khalida	0		1	wh2_dlc09_tmb_necroserpent_khalida		1	none	wh2_dlc09_tmb_cha_khalida	wh_main_monster	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic	1	8	large	0	0	-25	0	0	0	15	0	melee_highvalue	False	False	False
10	wh2_main_chainmail_95	2100	war_machine	90	com	20	33	wh2_dlc09_tmb_cha_khalida	wh2_dlc09_tmb_cha_khalida_2	hu1b_tomb_wm_chariot01_staff_and_sword	wh2_dlc09_tmb_skeleton_khalida	35	26	80	5588	wh2_dlc09_tmb_mnt_tomb_steed_chariot	0		2	wh2_dlc09_tmb_chariot_khalida		1	none	wh2_dlc09_tmb_cha_khalida	wh_main_chariot	placeholder	False	trained	wh2_dlc09_tmb_chariot_officer_khalida	wh2_dlc09_tmb_chariot	wh2_dlc09_tmb_chariot_general	True	40	1500	0	wh_encourage_fear_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic	1	10	large	0	0	-25	0	1	0	15	0	melee_cav_shock	False	False	False
10	wh2_main_bone_40	2100	inf_melee	10	com	0	20	wh2_dlc09_tmb_cha_khatep	wh2_dlc09_tmb_cha_khatep_0	hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero_lord	28	38	75	3880		0		0	wh2_dlc09_tmb_sword_hero_khatep		1	none	wh2_dlc09_tmb_cha_khatep	wh_main_infantry	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic	1	10	small	0	0	0	0	0	0	15	0	mage_highvalue	False	False	False
10	wh2_main_bone_40	2100	cavalry	30	com	13	71	wh2_dlc09_tmb_cha_khatep	wh2_dlc09_tmb_cha_khatep_1	hu1_liche_priest_hr1_tomb_steed_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero_lord	28	38	75	4368	wh2_dlc09_tmb_mnt_tomb_steed_hero	0		1	wh2_dlc09_tmb_sword_hero_khatep		1	none	wh2_dlc09_tmb_cha_khatep	wh_main_monster	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic	1	8	large	0	0	0	0	0	0	15	0	melee_highvalue	False	False	False
10	wh2_main_chainmail_95	2100	war_machine	75	com	20	33	wh2_dlc09_tmb_cha_khatep	wh2_dlc09_tmb_cha_khatep_2	hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero_lord	28	24	75	5000	wh2_dlc09_tmb_mnt_tomb_steed_chariot	0		2	wh2_dlc09_tmb_chariot_lord		1	none	wh2_dlc09_tmb_cha_khatep	wh_main_chariot	placeholder	False	trained	wh2_dlc09_tmb_chariot_officer_khatep	wh2_dlc09_tmb_chariot	wh2_dlc09_tmb_chariot	True	40	1500	0	wh_encourage_fear_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic	1	10	large	0	0	0	0	1	0	15	0	mage_highvalue	False	False	False
10	wh2_main_bone_80	2100	war_machine	8	com	20	33	wh2_dlc09_tmb_cha_khatep	wh2_dlc09_tmb_cha_khatep_3	hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero_lord	28	20	75	4800		0		0	wh2_dlc09_tmb_sword_casket_khatep	wh2_dlc09_tmb_casket_of_souls	1	none	wh2_dlc09_tmb_cha_khatep	wh_main_monster	placeholder	False	elite	wh2_dlc09_tmb_casket_of_souls_khatep		wh2_dlc09_tmb_veh_casket_of_souls	True	40	1500	0	wh_encourage_fear_undead	60	80	10	False	vo_sel_vampire_corpse_cart	vo_sel_melee	vo_sel_culture	1	10	large	0	20	0	0	1	0	15	0	ranged_highvalue	False	False	False
10	wh2_main_bone_30	2100	inf_melee	10	com	20	33	wh2_dlc09_tmb_cha_liche_priest	wh2_dlc09_tmb_cha_liche_priest_death_0	hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero_liche_priest	25	30	60	3512		0		0	wh2_dlc09_tmb_staff_hero		1	none	wh2_dlc09_tmb_cha_liche_priest	wh_main_infantry	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic	1	10	small	0	0	0	0	0	0	15	0	mage_highvalue	False	False	False
10	wh2_main_bone_30	2100	cavalry	30	com	20	33	wh2_dlc09_tmb_cha_liche_priest	wh2_dlc09_tmb_cha_liche_priest_death_1	hu1_liche_priest_hr1_tomb_steed_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero_liche_priest	25	30	60	3932	wh2_dlc09_tmb_mnt_tomb_steed_hero	0		1	wh2_dlc09_tmb_staff_hero		1	none	wh2_dlc09_tmb_cha_master_necromancer	wh_main_monstrous_cavalry	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic	1	0	large	0	0	0	0	0	0	15	0	mage_highvalue	False	False	False
10	wh2_main_bone_30	2100	inf_melee	10	com	20	33	wh2_dlc09_tmb_cha_liche_priest	wh2_dlc09_tmb_cha_liche_priest_light_0	hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero_liche_priest	25	30	60	3512		0		0	wh2_dlc09_tmb_staff_hero		1	none	wh2_dlc09_tmb_cha_liche_priest	wh_main_infantry	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic	1	10	small	0	0	0	0	0	0	15	0	mage_highvalue	False	False	False
10	wh2_main_bone_30	2100	cavalry	30	com	20	33	wh2_dlc09_tmb_cha_liche_priest	wh2_dlc09_tmb_cha_liche_priest_light_1	hu1_liche_priest_hr1_tomb_steed_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero_liche_priest	25	30	60	3932	wh2_dlc09_tmb_mnt_tomb_steed_hero	0		1	wh2_dlc09_tmb_staff_hero		1	none	wh2_dlc09_tmb_cha_master_necromancer	wh_main_monstrous_cavalry	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic	1	0	large	0	0	0	0	0	0	15	0	mage_highvalue	False	False	False
10	wh2_main_bone_30	2100	inf_melee	10	com	20	33	wh2_dlc09_tmb_cha_liche_priest	wh2_dlc09_tmb_cha_liche_priest_nehekhara_0	hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero_liche_priest	25	30	60	3512		0		0	wh2_dlc09_tmb_staff_hero		1	none	wh2_dlc09_tmb_cha_liche_priest	wh_main_infantry	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic	1	10	small	0	0	0	0	0	0	15	0	mage_highvalue	False	False	False
10	wh2_main_bone_30	2100	cavalry	30	com	20	33	wh2_dlc09_tmb_cha_liche_priest	wh2_dlc09_tmb_cha_liche_priest_nehekhara_1	hu1_liche_priest_hr1_tomb_steed_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero_liche_priest	25	30	60	3932	wh2_dlc09_tmb_mnt_tomb_steed_hero	0		1	wh2_dlc09_tmb_staff_hero		1	none	wh2_dlc09_tmb_cha_master_necromancer	wh_main_monstrous_cavalry	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic	1	0	large	0	0	0	0	0	0	15	0	mage_highvalue	False	False	False
10	wh2_main_bone_30	2100	inf_melee	10	com	20	33	wh2_dlc09_tmb_cha_liche_priest	wh2_dlc09_tmb_cha_liche_priest_shadow_0	hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero_liche_priest	25	30	60	3512		0		0	wh2_dlc09_tmb_staff_hero		1	none	wh2_dlc09_tmb_cha_liche_priest	wh_main_infantry	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic	1	10	small	0	0	0	0	0	0	15	0	mage_highvalue	False	False	False
10	wh2_main_bone_30	2100	cavalry	30	com	20	33	wh2_dlc09_tmb_cha_liche_priest	wh2_dlc09_tmb_cha_liche_priest_shadow_1	hu1_liche_priest_hr1_tomb_steed_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero_liche_priest	25	30	60	3932	wh2_dlc09_tmb_mnt_tomb_steed_hero	0		1	wh2_dlc09_tmb_staff_hero		1	none	wh2_dlc09_tmb_cha_master_necromancer	wh_main_monstrous_cavalry	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic	1	0	large	0	0	0	0	0	0	15	0	mage_highvalue	False	False	False
10	wh2_main_bone_50	2100	inf_melee	20	com	20	33	wh2_dlc09_tmb_cha_necrotect	wh2_dlc09_tmb_cha_necrotect_0	hu1_tomb_sword_and_whip	wh2_dlc09_tmb_skeleton_infantry_hero	45	30	65	3780		0		0	wh2_dlc09_tmb_sword_hero		1	none	wh2_dlc09_tmb_cha_necrotect	wh_main_infantry	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic	1	10	small	0	0	-25	0	0	0	15	0	melee_highvalue	False	False	False
10	wh2_main_chainmail_80	2100	war_machine	75	com	20	33	wh2_dlc09_tmb_cha_necrotect	wh2_dlc09_tmb_cha_necrotect_1	hu1_tomb_sword_and_whip	wh2_dlc09_tmb_skeleton_infantry_hero	28	24	65	4800	wh2_dlc09_tmb_mnt_tomb_steed_chariot	0		2	wh2_dlc09_tmb_chariot_lord		1	none	wh2_dlc09_tmb_cha_necrotect	wh_main_chariot	placeholder	False	trained	wh2_dlc09_tmb_chariot_officer_necrotect	wh2_dlc09_tmb_chariot	wh2_dlc09_tmb_chariot	True	40	1500	0	wh_encourage_fear_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic	1	10	large	0	0	-25	0	1	0	15	0	melee_cav_shock	False	False	False
10	wh2_main_chainmail_80	2100	inf_melee	20	com	0	20	wh2_dlc09_tmb_cha_settra	wh2_dlc09_tmb_cha_settra_0	hu1_settra_2handed_halberd	wh2_dlc09_tmb_skeleton_infantry_hero_lord	60	55	85	5188		0		0	wh2_dlc09_tmb_halberd_settra		1	none	wh2_dlc09_tmb_cha_settra	wh_main_infantry	placeholder	False	trained	A_blank_record			True	40	1500	0	wh2_chargeReflectorVsL_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic	1	10	small	0	0	-25	0	0	0	15	0	melee_highvalue	False	False	False
10	wh2_main_chainmail_80	2100	cavalry	40	com	13	71	wh2_dlc09_tmb_cha_settra	wh2_dlc09_tmb_cha_settra_1	hu1_tomb_hr1_tomb_steed_halberd	wh2_dlc09_tmb_skeleton_infantry_hero_lord	60	55	85	5588	wh2_dlc09_tmb_mnt_tomb_steed_hero	0		1	wh2_dlc09_tmb_halberd_settra		1	none	wh2_dlc09_tmb_cha_settra	wh_main_monster	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic	1	8	large	0	0	-25	0	0	0	15	0	melee_cav_shock_highvalue	False	False	False
10	wh2_main_bone_110	2100	war_machine	100	com	20	33	wh2_dlc09_tmb_cha_settra	wh2_dlc09_tmb_cha_settra_2	hu1_settra_wm_tomb_chariot01_2handed_halberd	wh2_dlc09_tmb_skeleton_infantry_hero_lord	45	27	85	7388	wh2_dlc09_tmb_mnt_tomb_steed_chariot_settra	0		4	wh2_dlc09_tmb_chariot_settra		1	none	wh2_dlc09_tmb_cha_settra	wh_main_chariot	placeholder	False	trained	wh2_dlc09_tmb_chariot_officer_settra	wh2_dlc09_tmb_chariot_settra	wh2_dlc09_tmb_chariot_settra	True	40	1500	0	wh_encourage_fear_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic	1	10	large	0	0	-25	0	1	0	15	0	melee_cav_shock_highvalue	False	False	False
10	wh2_dlc10_bone_95	2100	war_beast	64	com	20	33	wh2_dlc09_tmb_cha_settra	wh2_dlc09_tmb_cha_settra_3	hu1_settra_2handed_halberd	wh2_dlc09_tmb_skeleton_infantry_hero_lord	36	42	85	10000	wh2_dlc09_tmb_mnt_warsphinx	0		1	wh2_dlc09_tmb_warsphinx_lord		1	none	wh2_dlc09_tmb_cha_settra	wh_main_monster	placeholder	False	trained	wh2_dlc09_tmb_warsphinx_officer_settra			True	40	1500	0	wh_encourage_fear_terror_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic	1	10	large	0	0	-25	0	1	0	15	0	melee_cav_shock_highvalue	False	False	False
10	wh2_main_chainmail_80	2100	inf_melee	20	com	0	20	wh2_dlc09_tmb_cha_tomb_king	wh2_dlc09_tmb_cha_tomb_king_0	hu1_tomb_sword_and_shield	wh2_dlc09_tmb_skeleton_infantry_hero_lord	50	60	80	4832		0		0	wh2_dlc09_tmb_sword_hero_lord		1	wh_missile_block_55_wood	wh2_dlc09_tmb_cha_tomb_king	wh_main_infantry	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic	1	10	small	0	0	-25	0	0	0	15	0	melee	False	False	False
10	wh2_main_chainmail_80	2100	cavalry	40	com	13	71	wh2_dlc09_tmb_cha_tomb_king	wh2_dlc09_tmb_cha_tomb_king_1	hu1_tomb_hr1_tomb_steed_sword_and_shield	wh2_dlc09_tmb_skeleton_infantry_hero_lord	50	60	80	5232	wh2_dlc09_tmb_mnt_tomb_steed_hero	0		1	wh2_dlc09_tmb_sword_hero_lord		1	wh_missile_block_35_wood	wh2_dlc09_tmb_cha_tomb_king	wh_main_monster	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_fear_hideForest_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic	1	8	large	0	0	-25	0	0	0	15	0	melee_cav_shock_highvalue	False	False	False
10	wh2_main_chainmail_110	2100	war_machine	80	com	20	33	wh2_dlc09_tmb_cha_tomb_king	wh2_dlc09_tmb_cha_tomb_king_2	hu1_empire_sword_and_shield	wh2_dlc09_tmb_skeleton_infantry_hero_lord	34	26	80	5788	wh2_dlc09_tmb_mnt_tomb_steed_chariot	0		2	wh2_dlc09_tmb_chariot_lord		1	none	wh2_dlc09_tmb_cha_tomb_king	wh_main_chariot	placeholder	False	trained	wh2_dlc09_tmb_chariot_officer_king	wh2_dlc09_tmb_chariot	wh2_dlc09_tmb_chariot_general	True	40	1500	0	wh_encourage_fear_undead	60	80	0	False	vo_sel_default	vo_sel_generic	vo_sel_generic	1	10	large	0	0	-25	0	1	0	15	0	melee_cav_shock_highvalue	False	False	False
